dataset,trainer,model,seed,accs,mccs,uai_05,uai_01,uai_cf,uai_ar_05,uai_ar_01
adult,ROSS,mlp,9,0.6968673218673219,0.4186956390520687,0.211,0.106,0.082,0.105,0.027
compas,AL,mlp,0,0.6817813765182186,0.35071823941340424,0.183,0.148,0.138,0.056,0.011
adult,LLR,mlp,43,0.7796375921375921,0.46315602670817607,0.242,0.202,0.195,0.046,0.011
adult,LLR,mlp,44,0.7911547911547911,0.490603730320612,0.197,0.17,0.155,0.032,0.009
adult,LLR,mlp,45,0.7157555282555282,0.46004577225313037,0.261,0.233,0.223,0.053,0.015
lin,LLR,lin,24,0.5175,0.17774285064165896,0.192,0.192,0.192,0.096,0.073
lin,LLR,lin,25,0.6575,0.2187963799387586,0.259,0.259,0.259,0.259,0.259
lin,LLR,lin,26,0.61,0.1755759511248786,0.355,0.355,0.355,0.355,0.355
compas,ERM,mlp,88,0.6809716599190283,0.35585931356424544,0.26,0.224,0.215,0.042,0.009
compas,ERM,mlp,89,0.6882591093117408,0.37396027718876385,0.212,0.184,0.173,0.028,0.01
lin,CAL,lin,52,0.5875,0.17919139388396452,0.905,0.898,0.896,0.196,0.176
lin,CAL,lin,53,0.585,0.1755555428960613,0.84,0.835,0.831,0.146,0.132
imf,CAL,lin,15,0.605,0.24217627078795426,0.339,0.329,0.325,0.09,0.07
imf,CAL,lin,16,0.5975,0.23674257201581816,0.39,0.378,0.376,0.094,0.075
imf,ERM,lin,56,0.7175,0.4458774950236157,0.037,0.01,0.002,0.03,0.005
imf,ERM,lin,57,0.7175,0.43493431221648116,0.05,0.014,0.008,0.038,0.002
imf,ERM,lin,58,0.6825,0.3689107944644499,0.047,0.022,0.019,0.04,0.015
nlm,CAL,mlp,99,0.3525,0.2022389444254008,0.456,0.443,0.439,0.182,0.173
nlm,CAL,mlp,9,0.285,0.15478181111027467,0.332,0.319,0.319,0.212,0.209
nlm,CAPIFY,mlp,0,0.425,0.2689911061975062,0.421,0.393,0.386,0.276,0.259
imf,ERM,lin,14,0.7575,0.512523083569523,0.062,0.037,0.033,0.025,0.012
imf,ERM,lin,15,0.7475,0.521997219249291,0.061,0.028,0.024,0.045,0.02
imf,AL,lin,74,0.6125,0.2510464743567751,0.265,0.25,0.247,0.104,0.093
imf,AL,lin,75,0.625,0.2655735361203044,0.286,0.275,0.273,0.096,0.083
imf,AL,lin,76,0.6475,0.3000740544476315,0.314,0.288,0.284,0.122,0.106
imf,AL,lin,77,0.6525,0.2956392084668374,0.302,0.287,0.284,0.127,0.119
adult,AL,mlp,53,0.7982186732186732,0.5230932635678313,0.202,0.169,0.162,0.041,0.008
adult,AL,mlp,54,0.7936117936117936,0.534688843188611,0.23,0.206,0.199,0.03,0.005
adult,AL,mlp,55,0.7992936117936118,0.534239961533138,0.211,0.172,0.163,0.037,0.006
adult,AL,mlp,56,0.7976044226044227,0.5277936034291069,0.244,0.217,0.211,0.045,0.011
adult,ERM,mlp,32,0.789004914004914,0.5149451320048721,0.235,0.208,0.203,0.043,0.01
adult,ERM,mlp,33,0.7873157248157249,0.5353015853847712,0.256,0.22,0.208,0.047,0.008
adult,ERM,mlp,34,0.7945331695331695,0.51621059147508,0.201,0.177,0.167,0.037,0.012
lin,ROSS,lin,14,0.6925,0.3699544659939515,0.481,0.462,0.456,0.14,0.125
lin,ROSS,lin,15,0.68,0.3509328289667057,0.462,0.444,0.44,0.106,0.095
lin,ROSS,lin,16,0.69,0.35573339832546186,0.463,0.433,0.426,0.119,0.105
imf,CAPIFY,lin,51,0.7175,0.43492067545935464,0.041,0.008,0.003,0.036,0.006
imf,CAPIFY,lin,52,0.7475,0.5015916333673797,0.035,0.005,0.0,0.035,0.003
adult,CAPIFY,mlp,96,0.7943796068796068,0.4891234775858487,0.06,0.02,0.012,0.047,0.007
adult,CAPIFY,mlp,97,0.7951474201474201,0.4822798369825005,0.087,0.048,0.039,0.053,0.011
imf,CAL,lin,7,0.565,0.14320847919697427,0.397,0.391,0.389,0.108,0.093
imf,CAL,lin,80,0.575,0.3010265627506736,0.215,0.207,0.203,0.112,0.108
imf,CAL,lin,44,0.6225,0.2540839030242197,0.453,0.44,0.439,0.176,0.165
imf,CAL,lin,45,0.5875,0.18578735297449314,0.499,0.488,0.485,0.162,0.132
imf,LLR,lin,37,0.6525,0.3272636282143928,0.227,0.21,0.206,0.09,0.077
imf,LLR,lin,38,0.74,0.4847742979480661,0.282,0.272,0.271,0.12,0.099
lin,CAPIFY,lin,74,0.555,0.1846429104742206,0.178,0.149,0.14,0.073,0.052
lin,CAPIFY,lin,75,0.6575,0.3018761808782883,0.186,0.152,0.143,0.065,0.055
lin,CAPIFY,lin,76,0.6,0.23553820531727832,0.201,0.168,0.162,0.072,0.068
adult,ERM,mlp,75,0.7857800982800983,0.5318023437357369,0.21,0.177,0.168,0.047,0.008
adult,ERM,mlp,76,0.7922297297297297,0.520926477046773,0.17,0.137,0.135,0.038,0.006
adult,ERM,mlp,77,0.7982186732186732,0.5295666235414844,0.209,0.183,0.174,0.035,0.007
adult,CAPIFY,mlp,88,0.773034398034398,0.48765093623189304,0.1,0.049,0.032,0.065,0.018
adult,CAPIFY,mlp,89,0.7656633906633906,0.47106824869462033,0.057,0.033,0.022,0.035,0.006
adult,AL,mlp,41,0.8098894348894349,0.5684356726555069,0.217,0.185,0.176,0.038,0.005
adult,AL,mlp,42,0.7960687960687961,0.5406378320961038,0.251,0.223,0.215,0.043,0.008
adult,AL,mlp,43,0.8137285012285013,0.5402859668414748,0.213,0.187,0.184,0.025,0.005
adult,AL,mlp,44,0.7985257985257985,0.5358008066582302,0.221,0.19,0.182,0.046,0.013
adult,CAL,mlp,66,0.7991400491400491,0.512111611267572,0.187,0.153,0.143,0.053,0.015
compas,ERM,mlp,29,0.6728744939271255,0.34035359610626564,0.241,0.202,0.192,0.037,0.006
compas,ERM,mlp,2,0.6582995951417004,0.3122330930906225,0.203,0.177,0.169,0.036,0.007
compas,ERM,mlp,30,0.6696356275303643,0.3350386333460147,0.255,0.227,0.222,0.046,0.011
compas,CAPIFY,mlp,19,0.6275303643724697,0.2372995638969081,0.086,0.06,0.052,0.038,0.008
compas,CAPIFY,mlp,1,0.6477732793522267,0.2967939375022972,0.086,0.042,0.031,0.051,0.012
compas,CAPIFY,mlp,20,0.5983805668016194,0.18980248998211782,0.038,0.01,0.003,0.034,0.006
adult,AL,mlp,32,0.7954545454545454,0.52881462286245,0.216,0.18,0.17,0.031,0.009
adult,AL,mlp,33,0.8060503685503686,0.5454632075781162,0.224,0.187,0.176,0.054,0.009
adult,AL,mlp,34,0.7928439803439803,0.5243311249795076,0.224,0.195,0.189,0.034,0.009
loan,AL,mlp,16,0.8225,0.6442674207747544,0.293,0.286,0.285,0.167,0.165
loan,AL,mlp,17,0.8475,0.6938708590546243,0.265,0.261,0.261,0.159,0.152
loan,AL,mlp,18,0.8475,0.6945761558910467,0.279,0.275,0.273,0.15,0.144
loan,AL,mlp,27,0.84,0.675754195938972,0.3,0.297,0.295,0.171,0.168
loan,AL,mlp,28,0.7775,0.5523958933495778,0.28,0.276,0.273,0.164,0.157
loan,AL,mlp,29,0.81,0.6196098687246488,0.3,0.291,0.291,0.189,0.178
compas,CAPIFY,mlp,63,0.6210526315789474,0.23274101548673476,0.052,0.022,0.004,0.04,0.015
compas,CAPIFY,mlp,64,0.6364372469635627,0.25290330986914006,0.044,0.021,0.011,0.038,0.013
compas,CAPIFY,mlp,65,0.6210526315789474,0.23826647042164428,0.062,0.022,0.013,0.052,0.011
loan,AL,mlp,69,0.8025,0.6008161596203656,0.274,0.274,0.272,0.167,0.164
loan,AL,mlp,6,0.795,0.5976700063883027,0.242,0.233,0.23,0.146,0.14
imf,AL,lin,52,0.6475,0.3166143744485304,0.311,0.295,0.292,0.116,0.103
imf,AL,lin,53,0.6075,0.21181997807086939,0.305,0.295,0.288,0.13,0.116
imf,AL,lin,54,0.6325,0.26340920079247837,0.325,0.312,0.312,0.127,0.11
lin,AL,lin,56,0.615,0.2199597860081084,0.867,0.86,0.86,0.363,0.339
lin,AL,lin,57,0.56,0.1300715747168977,0.934,0.931,0.931,0.293,0.273
lin,AL,lin,58,0.5725,0.1347838827249523,0.919,0.913,0.912,0.229,0.201
compas,AL,mlp,39,0.6842105263157895,0.3616708280984112,0.181,0.143,0.132,0.041,0.005
compas,AL,mlp,3,0.6582995951417004,0.32234462246283413,0.229,0.187,0.182,0.039,0.008
compas,AL,mlp,40,0.6793522267206478,0.36034224966733214,0.168,0.123,0.114,0.043,0.006
nlm,ROSS,mlp,13,0.695,0.4860179077120119,0.608,0.59,0.587,0.441,0.397
nlm,ROSS,mlp,14,0.6975,0.4156833741133945,0.58,0.56,0.555,0.449,0.412
nlm,CAPIFY,mlp,66,0.46,0.26940783692069814,0.398,0.379,0.373,0.242,0.229
nlm,CAPIFY,mlp,67,0.4225,0.20645295452041387,0.385,0.361,0.354,0.24,0.227
nlm,CAPIFY,mlp,68,0.4175,0.2310531248492959,0.461,0.437,0.434,0.321,0.308
lin,AL,lin,68,0.5525,0.12447479385950139,0.878,0.874,0.872,0.15,0.137
lin,AL,lin,69,0.585,0.17277473309002805,0.905,0.902,0.9,0.214,0.199
nlm,LLR,mlp,30,0.4675,0.2942773212853676,0.502,0.49,0.489,0.181,0.157
nlm,LLR,mlp,31,0.3975,0.24638079876997998,0.379,0.369,0.365,0.161,0.15
adult,CAPIFY,mlp,73,0.793458230958231,0.4821665296015631,0.076,0.036,0.026,0.057,0.012
adult,CAPIFY,mlp,74,0.7598280098280098,0.4637084966585635,0.093,0.052,0.042,0.047,0.006
adult,CAPIFY,mlp,75,0.7888513513513513,0.48837501550314816,0.063,0.027,0.017,0.048,0.01
nlm,AL,mlp,88,0.4825,0.3100468908322897,0.573,0.55,0.547,0.418,0.401
nlm,AL,mlp,89,0.5525,0.33523355380905784,0.535,0.52,0.514,0.343,0.329
nlm,AL,mlp,8,0.6375,0.41612438210965763,0.557,0.534,0.53,0.342,0.32
nlm,CAL,mlp,49,0.39,0.17295551525060474,0.683,0.667,0.661,0.298,0.265
nlm,CAL,mlp,60,0.39,0.15535864698887056,0.689,0.668,0.665,0.308,0.278
nlm,CAL,mlp,62,0.33,0.13942783430120784,0.6,0.587,0.582,0.272,0.252
compas,ERM,mlp,14,0.6842105263157895,0.36495024778833896,0.23,0.202,0.196,0.047,0.015
compas,ERM,mlp,15,0.6842105263157895,0.36701969792963207,0.264,0.234,0.222,0.037,0.006
imf,LLR,lin,56,0.7225,0.4498950365018028,0.136,0.121,0.113,0.05,0.04
imf,LLR,lin,57,0.695,0.42279462139027946,0.095,0.081,0.077,0.036,0.028
imf,LLR,lin,58,0.6925,0.38717354947287885,0.055,0.02,0.018,0.029,0.01
nlm,LLR,mlp,77,0.485,0.276144910828208,0.56,0.544,0.543,0.208,0.18
nlm,ROSS,mlp,16,0.655,0.37665838976036164,0.621,0.6,0.594,0.455,0.422
nlm,ROSS,mlp,55,0.6775,0.37900655477350986,0.549,0.524,0.52,0.406,0.374
loan,ROSS,mlp,18,0.8275,0.6607842661079091,0.345,0.34,0.338,0.264,0.257
loan,ROSS,mlp,19,0.8275,0.6692807889553173,0.348,0.34,0.34,0.271,0.265
loan,ROSS,mlp,1,0.8225,0.6565813834410332,0.47,0.458,0.455,0.283,0.273
nlm,CAPIFY,mlp,82,0.4075,0.24319434007128285,0.322,0.315,0.314,0.061,0.051
nlm,CAPIFY,mlp,83,0.45,0.24195539543709924,0.403,0.38,0.374,0.163,0.152
nlm,CAPIFY,mlp,88,0.4075,0.25487184843472604,0.332,0.312,0.306,0.2,0.195
loan,ERM,mlp,40,0.865,0.7297614265169456,0.356,0.349,0.346,0.224,0.216
loan,ERM,mlp,41,0.85,0.7026578574286283,0.369,0.364,0.363,0.231,0.228
loan,ERM,mlp,42,0.87,0.7400407040600266,0.373,0.363,0.363,0.256,0.251
adult,ERM,mlp,23,0.7962223587223587,0.5335423818345588,0.171,0.145,0.137,0.033,0.007
adult,ERM,mlp,24,0.7830159705159705,0.521291733949677,0.19,0.158,0.147,0.05,0.012
adult,LLR,mlp,77,0.7702702702702703,0.46003808900834003,0.186,0.16,0.153,0.039,0.007
adult,LLR,mlp,78,0.7819410319410319,0.46274541356606386,0.221,0.197,0.19,0.041,0.01
compas,CAPIFY,mlp,54,0.6194331983805668,0.2270459847937057,0.057,0.028,0.02,0.043,0.006
compas,CAPIFY,mlp,55,0.6299595141700405,0.2514425647274547,0.044,0.019,0.008,0.04,0.012
lin,CAL,lin,44,0.5825,0.18729336561795448,0.908,0.905,0.904,0.187,0.161
lin,CAL,lin,45,0.5825,0.15094854768889665,0.803,0.792,0.789,0.337,0.32
compas,ERM,mlp,51,0.6615384615384615,0.31164577626174833,0.172,0.141,0.133,0.042,0.01
compas,ERM,mlp,52,0.6607287449392713,0.3199941012180133,0.184,0.151,0.144,0.037,0.009
compas,ERM,mlp,53,0.6874493927125506,0.3677766734650348,0.208,0.174,0.167,0.042,0.011
compas,ERM,mlp,54,0.6631578947368421,0.31834844249699934,0.131,0.1,0.094,0.04,0.01
lin,ERM,lin,89,0.705,0.35939268574114097,0.369,0.352,0.349,0.164,0.143
lin,ERM,lin,8,0.67,0.314781883711603,0.374,0.361,0.359,0.157,0.147
lin,ERM,lin,90,0.7175,0.3782864757144867,0.399,0.382,0.379,0.144,0.129
lin,ERM,lin,91,0.6675,0.33132849714046025,0.416,0.403,0.401,0.151,0.142
loan,CAPIFY,mlp,2,0.69,0.37864879760581194,0.337,0.326,0.326,0.254,0.246
loan,CAPIFY,mlp,30,0.6825,0.3609507667976603,0.228,0.221,0.218,0.13,0.125
loan,CAPIFY,mlp,31,0.6675,0.34435462415743506,0.274,0.267,0.264,0.182,0.177
compas,CAL,mlp,41,0.6623481781376518,0.32482166774405136,0.101,0.068,0.056,0.045,0.011
compas,CAL,mlp,42,0.680161943319838,0.36058018060956926,0.135,0.093,0.082,0.05,0.014
compas,CAL,mlp,43,0.68582995951417,0.3570276416794371,0.124,0.09,0.079,0.041,0.008
nlm,CAPIFY,mlp,22,0.4875,0.2556882891953183,0.44,0.419,0.419,0.29,0.276
compas,CAPIFY,mlp,45,0.6493927125506073,0.2939891532663201,0.053,0.027,0.017,0.033,0.01
lin,CAL,lin,24,0.585,0.16483303322319398,0.84,0.832,0.829,0.363,0.342
lin,CAL,lin,25,0.575,0.14998723730942967,0.9,0.89,0.889,0.204,0.182
nlm,ERM,mlp,76,0.705,0.3638677820438753,0.513,0.487,0.473,0.366,0.343
nlm,ERM,mlp,77,0.69,0.4214511269974059,0.637,0.624,0.619,0.441,0.407
nlm,ERM,mlp,78,0.73,0.4202973386536739,0.531,0.499,0.483,0.353,0.323
loan,CAL,mlp,99,0.6425,0.31971463878071044,0.265,0.262,0.262,0.181,0.179
loan,CAL,mlp,9,0.7225,0.4498233972642491,0.24,0.237,0.237,0.176,0.167
loan,CAPIFY,mlp,0,0.6125,0.23508376471372025,0.161,0.154,0.153,0.098,0.092
lin,AL,lin,28,0.5625,0.1360164485183742,0.932,0.927,0.927,0.282,0.263
lin,AL,lin,29,0.6475,0.290354189254795,0.91,0.909,0.908,0.33,0.305
loan,CAL,mlp,14,0.66,0.3680466596752887,0.218,0.21,0.209,0.143,0.137
loan,CAL,mlp,15,0.6925,0.39483678834415115,0.293,0.28,0.278,0.212,0.202
nlm,ROSS,mlp,20,0.7675,0.5477605021433783,0.513,0.498,0.494,0.459,0.442
nlm,ROSS,mlp,21,0.735,0.4757798141735482,0.48,0.473,0.472,0.464,0.457
compas,CAPIFY,mlp,71,0.6291497975708502,0.25013957652976243,0.068,0.046,0.033,0.049,0.013
compas,CAPIFY,mlp,72,0.6493927125506073,0.28771751537411017,0.055,0.024,0.014,0.044,0.012
compas,CAPIFY,mlp,73,0.625910931174089,0.2414885245499309,0.056,0.016,0.004,0.044,0.008
compas,CAPIFY,mlp,74,0.6299595141700405,0.25287264854460884,0.089,0.053,0.043,0.048,0.009
loan,CAL,mlp,66,0.6325,0.3451102191327642,0.296,0.287,0.286,0.197,0.185
loan,CAL,mlp,67,0.69,0.37900800309568805,0.306,0.295,0.295,0.199,0.19
imf,ERM,lin,23,0.68,0.347859638557074,0.037,0.006,0.001,0.032,0.004
imf,ERM,lin,24,0.715,0.42996559178373206,0.066,0.04,0.037,0.038,0.016
imf,ERM,lin,25,0.6975,0.40028375874949035,0.039,0.009,0.002,0.037,0.007
compas,CAPIFY,mlp,89,0.6137651821862348,0.22849358859750338,0.058,0.025,0.017,0.043,0.007
compas,CAPIFY,mlp,8,0.6364372469635627,0.25706798253078855,0.059,0.027,0.02,0.036,0.007
compas,CAL,mlp,7,0.6906882591093118,0.3739354039056616,0.113,0.089,0.079,0.041,0.008
compas,CAL,mlp,80,0.6574898785425102,0.3112309798658208,0.107,0.076,0.069,0.039,0.005
compas,CAL,mlp,81,0.7012145748987855,0.39799706021147335,0.156,0.115,0.106,0.036,0.009
loan,CAPIFY,mlp,39,0.66,0.3191491861301213,0.159,0.154,0.151,0.095,0.09
loan,CAPIFY,mlp,3,0.67,0.337935887859894,0.228,0.223,0.221,0.139,0.136
adult,ROSS,mlp,56,0.6862714987714987,0.4062679208603601,0.18,0.082,0.057,0.081,0.02
adult,ROSS,mlp,57,0.6391277641277642,0.3731600037759389,0.175,0.074,0.043,0.074,0.019
adult,LLR,mlp,35,0.7599815724815725,0.4644105021922842,0.23,0.205,0.191,0.047,0.015
adult,LLR,mlp,36,0.7727272727272727,0.48475520548461226,0.238,0.205,0.198,0.049,0.009
imf,ROSS,lin,13,0.6925,0.3860874021342031,0.043,0.014,0.006,0.039,0.011
imf,ROSS,lin,14,0.76,0.5179633953453341,0.059,0.029,0.027,0.029,0.009
imf,ROSS,lin,15,0.7425,0.5151917435765284,0.059,0.021,0.007,0.054,0.011
lin,ROSS,lin,8,0.71,0.393646561475814,0.441,0.421,0.418,0.07,0.06
lin,ROSS,lin,90,0.65,0.3386941448825597,0.48,0.457,0.452,0.183,0.169
lin,ROSS,lin,91,0.6975,0.38184137347033453,0.443,0.421,0.418,0.122,0.109
loan,ERM,mlp,98,0.8425,0.6849866869202491,0.427,0.418,0.412,0.27,0.262
loan,ERM,mlp,99,0.84,0.6857905213713921,0.343,0.339,0.337,0.246,0.243
nlm,ROSS,mlp,43,0.7175,0.46491940654628205,0.526,0.503,0.501,0.45,0.434
nlm,ROSS,mlp,44,0.665,0.39495788496495243,0.56,0.544,0.539,0.457,0.426
nlm,ROSS,mlp,45,0.6975,0.41291181927400733,0.568,0.543,0.537,0.477,0.456
lin,AL,lin,8,0.54,0.10828345379968211,0.75,0.746,0.744,0.083,0.068
lin,AL,lin,90,0.635,0.2411928289126856,0.875,0.869,0.867,0.373,0.347
lin,AL,lin,91,0.5925,0.17767484256921573,0.921,0.913,0.912,0.26,0.236
lin,CAPIFY,lin,3,0.5475,0.18122702725890055,0.204,0.184,0.175,0.06,0.053
lin,CAPIFY,lin,40,0.63,0.23479521340123807,0.163,0.137,0.131,0.117,0.112
lin,CAPIFY,lin,41,0.585,0.2430554498898542,0.154,0.131,0.126,0.075,0.071
adult,CAPIFY,mlp,21,0.7811732186732187,0.4943184777968529,0.055,0.019,0.015,0.037,0.006
adult,CAPIFY,mlp,22,0.7679668304668305,0.48068682979617394,0.065,0.03,0.021,0.041,0.007
adult,LLR,mlp,28,0.715448402948403,0.44348969051014675,0.275,0.256,0.249,0.047,0.016
adult,LLR,mlp,29,0.754453316953317,0.4755222297032682,0.225,0.201,0.195,0.029,0.004
nlm,LLR,mlp,60,0.4025,0.2511854721083658,0.318,0.308,0.303,0.122,0.105
nlm,LLR,mlp,61,0.355,0.21480268901603208,0.337,0.326,0.326,0.144,0.127
nlm,LLR,mlp,19,0.4075,0.2551249838734923,0.326,0.309,0.302,0.176,0.168
nlm,LLR,mlp,1,0.3975,0.2310254371100752,0.425,0.404,0.4,0.336,0.33
nlm,LLR,mlp,20,0.4375,0.27642639348092046,0.386,0.374,0.372,0.184,0.162
imf,ROSS,lin,21,0.7225,0.4448682763174251,0.037,0.009,0.004,0.034,0.006
imf,ROSS,lin,22,0.675,0.33591182367727324,0.031,0.007,0.007,0.023,0.007
imf,ROSS,lin,23,0.68,0.347859638557074,0.045,0.012,0.008,0.034,0.006
lin,ROSS,lin,56,0.685,0.3499519755719297,0.427,0.406,0.403,0.074,0.066
lin,ROSS,lin,57,0.6625,0.312436944920582,0.522,0.498,0.493,0.135,0.122
compas,CAPIFY,mlp,35,0.6283400809716599,0.2541856042382541,0.061,0.015,0.011,0.044,0.01
imf,LLR,lin,75,0.675,0.3431538347731475,0.322,0.309,0.302,0.124,0.113
imf,LLR,lin,76,0.72,0.4490558949995584,0.22,0.206,0.203,0.097,0.085
imf,LLR,lin,77,0.6975,0.42342766410712424,0.163,0.145,0.143,0.074,0.057
adult,LLR,mlp,69,0.7784090909090909,0.45919897597663956,0.232,0.2,0.192,0.037,0.007
adult,LLR,mlp,6,0.7790233415233415,0.4797812095783202,0.224,0.194,0.186,0.038,0.005
imf,ROSS,lin,97,0.69,0.3778147534921346,0.059,0.029,0.025,0.045,0.016
imf,ROSS,lin,98,0.755,0.5092525762429131,0.05,0.019,0.006,0.049,0.012
imf,ROSS,lin,99,0.6975,0.4050784373813766,0.06,0.012,0.009,0.04,0.009
nlm,ROSS,mlp,89,0.645,0.35727174301953907,0.541,0.521,0.514,0.436,0.401
nlm,ROSS,mlp,8,0.705,0.4337317925606435,0.595,0.569,0.56,0.43,0.385
nlm,ROSS,mlp,90,0.7,0.4575466939377291,0.619,0.6,0.589,0.428,0.387
nlm,CAL,mlp,89,0.2925,0.13385963335175668,0.547,0.525,0.523,0.269,0.246
nlm,CAL,mlp,8,0.3175,0.18620024892359757,0.526,0.499,0.494,0.294,0.281
loan,ERM,mlp,88,0.8725,0.744107671902483,0.349,0.343,0.341,0.214,0.201
loan,ERM,mlp,89,0.8475,0.69300628996886,0.378,0.375,0.373,0.267,0.262
adult,CAPIFY,mlp,55,0.789465601965602,0.4942241861332141,0.104,0.052,0.035,0.069,0.012
adult,CAPIFY,mlp,56,0.7602886977886978,0.4703626220626317,0.124,0.074,0.062,0.069,0.012
adult,CAPIFY,mlp,57,0.7762592137592138,0.46028069290765594,0.064,0.029,0.015,0.047,0.012
compas,LLR,mlp,59,0.6348178137651822,0.24384050343294278,0.337,0.318,0.313,0.042,0.006
compas,LLR,mlp,5,0.6291497975708502,0.25846157196003866,0.32,0.308,0.304,0.036,0.006
imf,CAL,lin,24,0.57,0.1705408894347761,0.288,0.282,0.282,0.143,0.141
imf,CAL,lin,25,0.5825,0.22140351291517107,0.266,0.257,0.255,0.056,0.048
compas,CAL,mlp,64,0.6834008097165992,0.34861392937125807,0.126,0.087,0.076,0.042,0.006
compas,CAL,mlp,65,0.6850202429149798,0.362621597869698,0.178,0.146,0.139,0.039,0.007
lin,ROSS,lin,41,0.68,0.35713868904207763,0.494,0.466,0.458,0.14,0.129
lin,ROSS,lin,42,0.705,0.3900091052635158,0.426,0.4,0.392,0.093,0.078
lin,ROSS,lin,43,0.6725,0.3219620855262733,0.481,0.459,0.45,0.131,0.118
lin,ROSS,lin,44,0.6875,0.3310999589155846,0.466,0.443,0.44,0.083,0.074
loan,ROSS,mlp,88,0.8575,0.717329044905242,0.381,0.374,0.372,0.266,0.257
loan,ROSS,mlp,89,0.8375,0.6769064842612652,0.479,0.467,0.464,0.332,0.313
loan,ROSS,mlp,8,0.82,0.6411182324687216,0.367,0.359,0.358,0.241,0.231
loan,CAL,mlp,90,0.7025,0.4180606274019169,0.295,0.292,0.29,0.203,0.197
loan,CAL,mlp,91,0.63,0.30458376016173244,0.252,0.244,0.243,0.168,0.164
loan,CAL,mlp,92,0.6775,0.42337186917355213,0.236,0.227,0.223,0.145,0.14
compas,LLR,mlp,35,0.6121457489878542,0.22429539002614143,0.235,0.217,0.212,0.044,0.014
compas,LLR,mlp,36,0.6275303643724697,0.23784330851223717,0.347,0.326,0.323,0.045,0.01
compas,LLR,mlp,37,0.6421052631578947,0.2790026597264326,0.36,0.335,0.326,0.044,0.007
adult,LLR,mlp,95,0.7358722358722358,0.4730929632900813,0.221,0.185,0.18,0.045,0.007
adult,LLR,mlp,96,0.7415540540540541,0.4602150489880023,0.281,0.258,0.251,0.033,0.006
adult,LLR,mlp,97,0.7641277641277642,0.47674475972842445,0.266,0.245,0.234,0.055,0.011
loan,AL,mlp,60,0.805,0.6209622407748112,0.26,0.256,0.256,0.151,0.145
loan,AL,mlp,61,0.8225,0.644510382260252,0.25,0.243,0.243,0.149,0.143
nlm,ERM,mlp,69,0.71,0.43363871018721994,0.572,0.558,0.551,0.413,0.378
nlm,ERM,mlp,6,0.7,0.42568537720729227,0.538,0.516,0.512,0.404,0.371
adult,ERM,mlp,67,0.8100429975429976,0.5236290690871912,0.221,0.197,0.188,0.041,0.009
adult,ERM,mlp,68,0.7691953316953317,0.505922500464241,0.273,0.25,0.245,0.036,0.009
adult,ERM,mlp,69,0.8046683046683046,0.5446599132240275,0.246,0.212,0.204,0.044,0.008
loan,LLR,mlp,76,0.6875,0.3742663022876416,0.217,0.21,0.206,0.115,0.11
loan,LLR,mlp,77,0.675,0.37055708179089336,0.266,0.262,0.262,0.133,0.128
loan,LLR,mlp,78,0.7175,0.4274328029473821,0.233,0.228,0.226,0.111,0.104
adult,ROSS,mlp,83,0.6913390663390664,0.39894546031596645,0.177,0.078,0.057,0.087,0.02
adult,ROSS,mlp,88,0.6696867321867321,0.3711204394591471,0.245,0.124,0.098,0.123,0.018
adult,ROSS,mlp,36,0.6455773955773956,0.38658111511095694,0.146,0.053,0.035,0.067,0.017
adult,ROSS,mlp,37,0.6454238329238329,0.3959519085604832,0.114,0.06,0.05,0.067,0.014
compas,CAPIFY,mlp,13,0.611336032388664,0.21218958549521308,0.069,0.027,0.02,0.045,0.007
compas,CAPIFY,mlp,14,0.631578947368421,0.25768811764565036,0.043,0.01,0.004,0.032,0.004
compas,CAPIFY,mlp,15,0.6283400809716599,0.23920102004932764,0.048,0.012,0.002,0.042,0.009
compas,LLR,mlp,97,0.6275303643724697,0.2402264458440518,0.471,0.454,0.447,0.04,0.009
compas,LLR,mlp,98,0.6024291497975709,0.20016287067791802,0.315,0.293,0.287,0.03,0.009
loan,ERM,mlp,31,0.85,0.6996322872201152,0.344,0.341,0.341,0.238,0.235
loan,ERM,mlp,32,0.8425,0.6845250672950368,0.379,0.373,0.373,0.229,0.22
loan,ERM,mlp,33,0.8625,0.7248026688919087,0.362,0.358,0.356,0.262,0.257
loan,ERM,mlp,34,0.8225,0.64427701335652,0.348,0.34,0.339,0.232,0.224
nlm,CAPIFY,mlp,75,0.4375,0.24817568336061063,0.381,0.362,0.353,0.274,0.266
nlm,CAPIFY,mlp,76,0.3925,0.24416330500317077,0.262,0.246,0.244,0.138,0.138
nlm,CAPIFY,mlp,77,0.515,0.2740239192831444,0.442,0.427,0.42,0.316,0.291
lin,AL,lin,45,0.5825,0.15094854768889665,0.823,0.817,0.814,0.366,0.345
lin,AL,lin,46,0.6375,0.2858631495214548,0.912,0.907,0.905,0.225,0.2
lin,AL,lin,47,0.5925,0.182141813319169,0.923,0.922,0.921,0.346,0.333
lin,AL,lin,48,0.555,0.11431597814026824,0.899,0.896,0.895,0.347,0.325
lin,CAL,lin,98,0.5775,0.1829683615088284,0.939,0.935,0.932,0.271,0.249
lin,CAL,lin,99,0.61,0.1984811234511944,0.851,0.842,0.839,0.346,0.326
nlm,CAL,mlp,96,0.31,0.18155341518049936,0.559,0.542,0.536,0.224,0.203
nlm,CAL,mlp,97,0.31,0.1774175796776985,0.475,0.466,0.458,0.192,0.171
