dataset,trainer,model,seed,accs,mccs,uai_05,uai_01,uai_cf,uai_ar_05,uai_ar_01
nlm,CAL,mlp,28,0.34,0.20060982391333645,0.331,0.315,0.312,0.156,0.15
nlm,CAL,mlp,29,0.35,0.1366520416525303,0.637,0.619,0.614,0.278,0.259
compas,AL,mlp,14,0.6955465587044535,0.387852319826285,0.179,0.154,0.147,0.029,0.004
compas,AL,mlp,15,0.6817813765182186,0.3629046427664442,0.193,0.157,0.15,0.036,0.008
loan,ROSS,mlp,64,0.85,0.6985656076131685,0.392,0.379,0.379,0.263,0.253
loan,ROSS,mlp,65,0.825,0.6513472209678814,0.346,0.337,0.337,0.221,0.215
loan,ROSS,mlp,66,0.8375,0.6872362102734888,0.413,0.41,0.41,0.304,0.298
imf,LLR,lin,94,0.705,0.4117906014475661,0.181,0.165,0.161,0.073,0.058
imf,LLR,lin,95,0.6225,0.2706283065792361,0.4,0.391,0.389,0.217,0.212
imf,CAL,lin,69,0.595,0.21305808971316453,0.469,0.446,0.44,0.206,0.191
imf,CAL,lin,6,0.635,0.2880517577405054,0.417,0.401,0.399,0.114,0.098
imf,CAL,lin,70,0.5725,0.15535347539693428,0.371,0.361,0.36,0.183,0.176
imf,LLR,lin,14,0.65,0.3280922765004522,0.314,0.303,0.299,0.111,0.094
imf,LLR,lin,15,0.6975,0.39769943081891646,0.44,0.414,0.411,0.145,0.125
adult,CAL,mlp,47,0.8068181818181818,0.5336146602742905,0.199,0.176,0.17,0.04,0.005
imf,CAPIFY,lin,62,0.7275,0.4632052234426481,0.04,0.01,0.0,0.039,0.01
imf,CAPIFY,lin,63,0.7425,0.4861642804695192,0.038,0.009,0.001,0.037,0.007
loan,CAL,mlp,7,0.7175,0.43515369742053883,0.329,0.325,0.324,0.244,0.239
loan,CAL,mlp,80,0.6625,0.37516675738674715,0.237,0.232,0.229,0.171,0.164
nlm,CAPIFY,mlp,78,0.4,0.25,0.342,0.318,0.315,0.243,0.235
nlm,CAPIFY,mlp,79,0.4225,0.26413527189768715,0.318,0.299,0.295,0.21,0.201
lin,AL,lin,40,0.5675,0.1482214161587064,0.823,0.815,0.813,0.138,0.123
lin,AL,lin,41,0.635,0.27398815449659236,0.924,0.92,0.92,0.302,0.268
lin,CAL,lin,59,0.595,0.18557139112389737,0.9,0.895,0.893,0.342,0.313
loan,CAPIFY,mlp,49,0.685,0.36429705423118375,0.296,0.292,0.288,0.219,0.214
loan,CAPIFY,mlp,4,0.6425,0.31410387695434205,0.217,0.211,0.21,0.119,0.114
imf,CAL,lin,54,0.59,0.19112058619975617,0.497,0.488,0.486,0.175,0.15
imf,CAL,lin,55,0.585,0.18774625277490162,0.26,0.252,0.249,0.055,0.038
imf,CAL,lin,56,0.5925,0.1938249801598767,0.417,0.406,0.405,0.192,0.18
imf,CAL,lin,57,0.57,0.24025649055283785,0.217,0.212,0.211,0.053,0.036
imf,AL,lin,40,0.6425,0.2842520215298823,0.335,0.325,0.321,0.123,0.102
imf,AL,lin,41,0.595,0.21933812986547072,0.218,0.21,0.21,0.068,0.06
lin,CAL,lin,93,0.5775,0.15642889617212594,0.931,0.927,0.925,0.258,0.235
lin,CAL,lin,94,0.6075,0.2433679610964626,0.855,0.848,0.848,0.155,0.138
lin,CAL,lin,95,0.5975,0.1938404613449035,0.89,0.88,0.879,0.321,0.298
compas,CAPIFY,mlp,81,0.6299595141700405,0.2523471574433727,0.046,0.018,0.01,0.027,0.008
compas,CAPIFY,mlp,82,0.6016194331983805,0.18897650509942263,0.05,0.019,0.007,0.042,0.01
compas,LLR,mlp,93,0.622672064777328,0.25504354911895055,0.219,0.205,0.201,0.036,0.007
compas,LLR,mlp,94,0.6388663967611335,0.261023078910479,0.386,0.359,0.353,0.057,0.011
loan,CAPIFY,mlp,77,0.7275,0.4547524486299715,0.197,0.188,0.186,0.125,0.118
loan,CAPIFY,mlp,78,0.71,0.4191890794906722,0.23,0.222,0.221,0.163,0.157
compas,LLR,mlp,55,0.620242914979757,0.22550944017652239,0.273,0.247,0.24,0.049,0.013
compas,LLR,mlp,56,0.6412955465587045,0.2728947131719058,0.413,0.401,0.394,0.033,0.01
compas,LLR,mlp,14,0.6129554655870445,0.21942422115583535,0.353,0.336,0.332,0.044,0.012
compas,AL,mlp,97,0.6923076923076923,0.37996360534438833,0.185,0.154,0.147,0.038,0.005
compas,AL,mlp,98,0.668825910931174,0.3354115185218301,0.124,0.088,0.083,0.035,0.009
adult,ERM,mlp,45,0.8083538083538083,0.5387746247599328,0.19,0.171,0.159,0.036,0.01
adult,ERM,mlp,46,0.8086609336609336,0.533980060412448,0.169,0.139,0.138,0.032,0.007
nlm,LLR,mlp,50,0.395,0.2449168600398172,0.363,0.353,0.349,0.153,0.115
nlm,LLR,mlp,51,0.47,0.2699858268315358,0.43,0.423,0.418,0.099,0.084
nlm,LLR,mlp,52,0.4375,0.26764161526285,0.392,0.376,0.372,0.155,0.144
imf,ROSS,lin,32,0.7125,0.42978799576429205,0.06,0.037,0.03,0.026,0.016
imf,ROSS,lin,33,0.7275,0.4575197761110169,0.05,0.013,0.004,0.049,0.009
imf,ROSS,lin,34,0.7225,0.4437540059821645,0.06,0.034,0.031,0.038,0.02
nlm,ERM,mlp,50,0.7025,0.4052736658541352,0.548,0.524,0.522,0.39,0.362
lin,ERM,lin,55,0.7,0.36304898540941816,0.444,0.435,0.431,0.224,0.214
lin,ERM,lin,56,0.69,0.36629490113317137,0.374,0.361,0.359,0.161,0.139
loan,LLR,mlp,80,0.695,0.3807898531241235,0.273,0.264,0.261,0.16,0.157
loan,LLR,mlp,81,0.6425,0.28553897131095507,0.314,0.306,0.306,0.151,0.137
imf,ROSS,lin,75,0.7275,0.457060083504524,0.051,0.022,0.019,0.034,0.014
imf,ROSS,lin,76,0.745,0.4915100476083517,0.054,0.026,0.022,0.033,0.017
imf,ROSS,lin,77,0.7225,0.4432683328942021,0.04,0.013,0.008,0.035,0.008
lin,LLR,lin,80,0.6675,0.29721825317392636,0.398,0.397,0.397,0.395,0.395
lin,LLR,lin,81,0.6175,0.2041011597603629,0.37,0.368,0.367,0.363,0.363
adult,LLR,mlp,56,0.73495085995086,0.4552964697222142,0.249,0.215,0.203,0.043,0.008
adult,LLR,mlp,57,0.75,0.4579588082072061,0.189,0.161,0.154,0.048,0.009
adult,LLR,mlp,58,0.7232800982800983,0.4665387951700339,0.229,0.205,0.193,0.03,0.009
compas,LLR,mlp,75,0.6396761133603239,0.264664616885828,0.451,0.442,0.439,0.03,0.006
compas,LLR,mlp,76,0.6194331983805668,0.22008624615177896,0.384,0.371,0.367,0.033,0.014
loan,ERM,mlp,60,0.8275,0.656198936749705,0.373,0.367,0.366,0.277,0.269
loan,ERM,mlp,61,0.83,0.6633348557913261,0.304,0.302,0.301,0.213,0.211
loan,ERM,mlp,62,0.8275,0.659217118307712,0.286,0.282,0.28,0.18,0.174
compas,AL,mlp,25,0.6809716599190283,0.36315844614074644,0.171,0.141,0.133,0.043,0.007
compas,AL,mlp,26,0.6809716599190283,0.3616840727037764,0.162,0.125,0.118,0.045,0.011
adult,CAL,mlp,25,0.8032862407862408,0.5145999505007881,0.218,0.191,0.181,0.041,0.008
lin,CAPIFY,lin,50,0.645,0.28941645417869327,0.153,0.124,0.114,0.087,0.068
lin,CAPIFY,lin,51,0.635,0.197497235483934,0.195,0.168,0.163,0.147,0.14
compas,CAPIFY,mlp,96,0.6518218623481782,0.2630892377613934,0.049,0.016,0.007,0.041,0.012
compas,CAPIFY,mlp,97,0.6210526315789474,0.2310339059795096,0.09,0.052,0.033,0.066,0.02
compas,CAPIFY,mlp,98,0.6080971659919029,0.23328266316667592,0.046,0.014,0.009,0.031,0.004
lin,LLR,lin,67,0.6475,0.25693460155001324,0.25,0.25,0.25,0.25,0.25
lin,LLR,lin,68,0.6525,0.27096641947686095,0.292,0.291,0.291,0.287,0.287
lin,LLR,lin,69,0.6475,0.2786731393081704,0.188,0.188,0.188,0.187,0.187
lin,LLR,lin,21,0.71,0.36236938611022484,0.34,0.339,0.339,0.333,0.333
lin,ROSS,lin,95,0.6525,0.3351378121171472,0.494,0.474,0.469,0.159,0.145
lin,ROSS,lin,96,0.695,0.39450254648869987,0.437,0.418,0.413,0.106,0.095
lin,ROSS,lin,97,0.685,0.32061816935001985,0.477,0.449,0.445,0.07,0.06
lin,CAPIFY,lin,22,0.6425,0.28147480184570706,0.231,0.189,0.181,0.09,0.074
lin,CAPIFY,lin,23,0.615,0.215105552772388,0.208,0.181,0.17,0.088,0.079
adult,AL,mlp,15,0.7920761670761671,0.5209868533217663,0.227,0.196,0.191,0.042,0.013
adult,AL,mlp,16,0.7933046683046683,0.533795301429483,0.204,0.174,0.17,0.035,0.004
adult,AL,mlp,17,0.7966830466830467,0.5431513464680556,0.224,0.192,0.188,0.035,0.003
lin,CAL,lin,14,0.585,0.17417537565317945,0.921,0.912,0.91,0.285,0.26
lin,CAL,lin,15,0.595,0.20846212964719513,0.896,0.893,0.891,0.179,0.155
lin,CAL,lin,16,0.6125,0.2064091010711008,0.888,0.886,0.884,0.344,0.317
compas,CAL,mlp,26,0.6898785425101215,0.37696199047769335,0.222,0.19,0.186,0.057,0.01
compas,CAL,mlp,27,0.6874493927125506,0.3644012094247899,0.162,0.133,0.123,0.04,0.01
compas,CAL,mlp,28,0.6890688259109312,0.37367820024461157,0.121,0.094,0.085,0.033,0.011
lin,ROSS,lin,45,0.6975,0.3605691749080566,0.488,0.462,0.459,0.109,0.093
lin,ROSS,lin,46,0.7,0.363766418634276,0.479,0.461,0.454,0.088,0.076
adult,CAL,mlp,74,0.7882371007371007,0.4983050261151584,0.217,0.179,0.169,0.049,0.014
adult,CAL,mlp,75,0.7948402948402948,0.5180036752367402,0.209,0.175,0.171,0.052,0.008
adult,CAL,mlp,76,0.8008292383292384,0.5217289133849897,0.225,0.179,0.175,0.042,0.004
imf,CAPIFY,lin,26,0.725,0.4570637553443615,0.051,0.006,0.001,0.048,0.003
imf,CAPIFY,lin,27,0.71,0.43017749060680344,0.045,0.008,0.003,0.043,0.006
imf,CAPIFY,lin,28,0.7225,0.4482366613180987,0.053,0.024,0.017,0.045,0.015
imf,CAPIFY,lin,91,0.7025,0.4142308456598074,0.046,0.012,0.002,0.045,0.012
imf,CAPIFY,lin,99,0.705,0.41296034187644715,0.054,0.013,0.006,0.052,0.012
imf,ERM,lin,16,0.68,0.37389626229585843,0.048,0.013,0.009,0.04,0.009
loan,LLR,mlp,51,0.7425,0.48428405975925715,0.233,0.226,0.225,0.078,0.072
loan,LLR,mlp,52,0.7075,0.4164925288167196,0.295,0.284,0.28,0.115,0.11
loan,ROSS,mlp,44,0.8225,0.6518893919685044,0.37,0.364,0.361,0.236,0.229
loan,ROSS,mlp,50,0.8375,0.6795798634034526,0.407,0.4,0.397,0.247,0.237
loan,ROSS,mlp,52,0.82,0.6398159003424745,0.336,0.331,0.328,0.228,0.224
adult,CAL,mlp,89,0.7972972972972973,0.519371676145724,0.283,0.234,0.229,0.05,0.008
adult,CAL,mlp,8,0.800982800982801,0.5123940748820389,0.223,0.196,0.188,0.033,0.006
adult,CAL,mlp,90,0.7933046683046683,0.51063708868291,0.207,0.183,0.177,0.049,0.015
loan,CAPIFY,mlp,1,0.6775,0.3564287102155823,0.195,0.19,0.188,0.102,0.099
loan,CAPIFY,mlp,20,0.7175,0.4384387886907036,0.275,0.267,0.265,0.189,0.181
loan,CAPIFY,mlp,21,0.7125,0.4187471700876636,0.179,0.175,0.175,0.1,0.092
adult,ROSS,mlp,45,0.7003992628992629,0.36383670038826776,0.314,0.185,0.147,0.148,0.035
adult,ROSS,mlp,46,0.6335995085995086,0.38571657455758007,0.151,0.076,0.052,0.081,0.022
compas,AL,mlp,81,0.7109311740890688,0.4222039512947275,0.203,0.168,0.163,0.043,0.007
compas,AL,mlp,82,0.6809716599190283,0.3583215058748211,0.147,0.106,0.101,0.042,0.006
lin,ROSS,lin,26,0.67,0.31192052649923346,0.46,0.439,0.436,0.106,0.096
lin,ROSS,lin,27,0.6175,0.23381324972177014,0.454,0.432,0.422,0.129,0.12
loan,AL,mlp,21,0.8075,0.6139878992558114,0.234,0.231,0.229,0.153,0.145
loan,AL,mlp,26,0.8275,0.6524151492937725,0.262,0.258,0.255,0.181,0.169
loan,AL,mlp,58,0.8175,0.6440893911618202,0.243,0.239,0.238,0.14,0.134
lin,CAL,lin,67,0.5725,0.1652027427705857,0.852,0.846,0.845,0.158,0.14
lin,ROSS,lin,49,0.705,0.39206889076868545,0.46,0.438,0.428,0.1,0.088
loan,AL,mlp,5,0.7875,0.5772153268098342,0.279,0.273,0.273,0.172,0.162
imf,CAPIFY,lin,40,0.73,0.4591711899771991,0.045,0.012,0.003,0.04,0.01
adult,CAPIFY,mlp,14,0.7679668304668305,0.4917105988443565,0.065,0.033,0.03,0.048,0.01
adult,CAPIFY,mlp,15,0.7853194103194103,0.47688668254403294,0.067,0.028,0.024,0.041,0.008
adult,ERM,mlp,11,0.7819410319410319,0.5100705690574201,0.24,0.209,0.199,0.041,0.007
adult,ERM,mlp,39,0.8023648648648649,0.5276203111579347,0.207,0.173,0.166,0.044,0.009
adult,ERM,mlp,40,0.789004914004914,0.5236941615373963,0.263,0.215,0.207,0.047,0.01
adult,ERM,mlp,49,0.8054361179361179,0.5331811206330788,0.181,0.15,0.137,0.045,0.014
imf,ERM,lin,45,0.7075,0.443038814784148,0.044,0.014,0.012,0.033,0.007
imf,ERM,lin,46,0.7125,0.4214996862694059,0.092,0.075,0.068,0.041,0.027
imf,ERM,lin,47,0.72,0.4537628127152832,0.042,0.017,0.014,0.031,0.008
compas,AL,mlp,50,0.6955465587044535,0.3806559953704061,0.136,0.107,0.099,0.042,0.006
compas,AL,mlp,51,0.676923076923077,0.35396499910737494,0.196,0.144,0.135,0.051,0.005
compas,AL,mlp,52,0.6615384615384615,0.3185496483041825,0.128,0.103,0.097,0.03,0.008
compas,ERM,mlp,72,0.6720647773279352,0.34056990872515625,0.281,0.252,0.241,0.041,0.012
compas,ERM,mlp,73,0.6696356275303643,0.34074351753619503,0.226,0.181,0.178,0.037,0.008
compas,ERM,mlp,74,0.6728744939271255,0.33285402243271195,0.147,0.113,0.102,0.039,0.006
imf,ROSS,lin,63,0.735,0.47025724905021404,0.065,0.031,0.029,0.038,0.015
imf,ROSS,lin,64,0.745,0.493683825431559,0.036,0.007,0.001,0.034,0.005
imf,ROSS,lin,65,0.755,0.5223228585857791,0.045,0.017,0.012,0.031,0.01
imf,ROSS,lin,2,0.7275,0.4546790301389321,0.03,0.008,0.002,0.028,0.006
imf,CAL,lin,33,0.5975,0.19956646340462583,0.51,0.492,0.489,0.142,0.127
imf,CAL,lin,34,0.6125,0.2223493569163501,0.43,0.418,0.415,0.197,0.184
imf,CAL,lin,35,0.5625,0.16148835710973383,0.464,0.452,0.451,0.146,0.135
imf,AL,lin,17,0.6125,0.23877686390836952,0.299,0.287,0.283,0.112,0.092
imf,AL,lin,3,0.665,0.3296142595758697,0.285,0.273,0.268,0.095,0.089
nlm,ERM,mlp,95,0.69,0.40201512610368484,0.572,0.544,0.536,0.403,0.373
nlm,ERM,mlp,96,0.695,0.4240692993935286,0.586,0.563,0.552,0.433,0.409
nlm,ERM,mlp,97,0.725,0.4364566730810872,0.567,0.536,0.528,0.399,0.379
nlm,ERM,mlp,27,0.7125,0.40463600775653247,0.578,0.531,0.518,0.398,0.371
nlm,ERM,mlp,3,0.7275,0.4580785455419191,0.58,0.554,0.55,0.427,0.397
nlm,ERM,mlp,41,0.725,0.5160170707351968,0.648,0.631,0.628,0.467,0.431
nlm,ERM,mlp,43,0.72,0.473669457207205,0.561,0.536,0.534,0.41,0.385
nlm,ERM,mlp,4,0.7425,0.44206369741024937,0.526,0.498,0.494,0.372,0.346
nlm,ERM,mlp,51,0.72,0.4806566499974894,0.605,0.587,0.583,0.435,0.401
nlm,ERM,mlp,57,0.74,0.43633394149216176,0.517,0.487,0.481,0.403,0.372
lin,ROSS,lin,75,0.7325,0.42549687071083386,0.5,0.482,0.475,0.109,0.096
lin,ROSS,lin,76,0.6925,0.4037848344141757,0.435,0.41,0.405,0.132,0.121
lin,CAL,lin,73,0.59,0.17448349692812332,0.918,0.912,0.911,0.212,0.19
lin,CAL,lin,74,0.5975,0.18807889840314596,0.929,0.928,0.928,0.26,0.233
compas,ROSS,mlp,45,0.6267206477732794,0.26004864923547677,0.179,0.124,0.11,0.065,0.01
compas,ROSS,mlp,46,0.6307692307692307,0.250479853352852,0.232,0.187,0.176,0.058,0.009
compas,ROSS,mlp,47,0.5287449392712551,0.08391545580936229,0.342,0.283,0.264,0.085,0.021
loan,LLR,mlp,15,0.7225,0.44280402846118366,0.32,0.317,0.315,0.165,0.16
loan,LLR,mlp,16,0.6825,0.358462662511433,0.291,0.28,0.277,0.096,0.091
compas,ROSS,mlp,69,0.5740890688259109,0.2095512587535134,0.299,0.251,0.237,0.077,0.017
compas,ROSS,mlp,6,0.617004048582996,0.2242726459917962,0.166,0.126,0.115,0.054,0.012
compas,ROSS,mlp,70,0.6218623481781377,0.22670089510897823,0.252,0.179,0.166,0.067,0.012
loan,CAL,mlp,51,0.685,0.41677206743984124,0.255,0.252,0.249,0.18,0.173
loan,CAL,mlp,52,0.71,0.44991670304465015,0.276,0.272,0.272,0.191,0.185
loan,CAL,mlp,53,0.7,0.4054100410227937,0.283,0.277,0.275,0.201,0.194
nlm,CAL,mlp,53,0.2925,0.14327255866770955,0.554,0.535,0.531,0.228,0.208
nlm,CAL,mlp,54,0.3175,0.18389242812245682,0.366,0.358,0.352,0.224,0.202
nlm,CAL,mlp,55,0.32,0.18535551449962487,0.393,0.384,0.381,0.142,0.13
adult,LLR,mlp,18,0.7463144963144963,0.45828684382160767,0.214,0.183,0.178,0.037,0.004
adult,LLR,mlp,19,0.7208230958230958,0.4539485896302747,0.255,0.222,0.215,0.043,0.012
adult,LLR,mlp,1,0.7782555282555282,0.48705841071296935,0.213,0.192,0.187,0.035,0.008
imf,ROSS,lin,88,0.6775,0.3757953157480415,0.051,0.023,0.017,0.03,0.014
imf,ROSS,lin,89,0.7575,0.5144434027684821,0.06,0.036,0.03,0.037,0.019
nlm,CAL,mlp,38,0.37,0.22602810944906843,0.64,0.621,0.616,0.296,0.276
nlm,CAL,mlp,39,0.3175,0.1874329832402331,0.623,0.613,0.605,0.327,0.305
nlm,CAL,mlp,3,0.3275,0.16885826838419804,0.319,0.312,0.311,0.158,0.149
nlm,AL,mlp,46,0.5225,0.3402786978865774,0.589,0.568,0.559,0.404,0.386
nlm,AL,mlp,47,0.575,0.3352335387460892,0.513,0.502,0.502,0.332,0.315
adult,ERM,mlp,92,0.7968366093366094,0.547409123475957,0.203,0.17,0.168,0.033,0.002
adult,ERM,mlp,93,0.8017506142506142,0.5447880665656792,0.227,0.201,0.2,0.047,0.004
nlm,ERM,mlp,38,0.7425,0.4516383943782122,0.542,0.501,0.494,0.408,0.377
nlm,ERM,mlp,39,0.7275,0.4977193331104204,0.572,0.544,0.538,0.426,0.405
imf,AL,lin,62,0.6225,0.24401575381307272,0.311,0.295,0.29,0.12,0.106
imf,AL,lin,63,0.6525,0.30496481038405565,0.309,0.294,0.291,0.115,0.105
imf,AL,lin,64,0.65,0.31348854227776585,0.25,0.244,0.241,0.094,0.08
compas,ROSS,mlp,34,0.625910931174089,0.24410769064503768,0.199,0.15,0.136,0.071,0.019
compas,ROSS,mlp,35,0.6534412955465587,0.31690271280337357,0.142,0.102,0.093,0.047,0.01
lin,LLR,lin,14,0.695,0.28650707512294793,0.159,0.159,0.159,0.156,0.156
lin,LLR,lin,15,0.6575,0.2840553174996497,0.352,0.352,0.352,0.352,0.352
lin,LLR,lin,16,0.565,0.2361176514023975,0.309,0.309,0.309,0.166,0.126
nlm,ERM,mlp,24,0.6625,0.41689083669785526,0.614,0.596,0.592,0.441,0.409
nlm,ERM,mlp,25,0.7275,0.460117630920495,0.606,0.574,0.566,0.429,0.408
nlm,ERM,mlp,26,0.69,0.45064640014874374,0.594,0.571,0.569,0.398,0.368
imf,LLR,lin,65,0.655,0.36270668682208274,0.291,0.276,0.271,0.107,0.094
imf,LLR,lin,66,0.64,0.30698875615536475,0.322,0.309,0.305,0.1,0.086
imf,LLR,lin,67,0.5975,0.23134219248491006,0.457,0.443,0.44,0.188,0.181
imf,LLR,lin,68,0.695,0.40259945339706604,0.226,0.213,0.209,0.098,0.076
lin,CAL,lin,33,0.6075,0.230922006438136,0.932,0.927,0.927,0.263,0.234
lin,CAL,lin,34,0.5925,0.18557847244901118,0.914,0.905,0.903,0.332,0.304
lin,CAPIFY,lin,61,0.6375,0.24076965350061125,0.179,0.153,0.148,0.123,0.118
lin,CAPIFY,lin,62,0.6575,0.2771780516933282,0.176,0.157,0.152,0.143,0.134
lin,ERM,lin,74,0.645,0.31331415682915637,0.469,0.454,0.452,0.15,0.131
lin,ERM,lin,75,0.7275,0.4260482858308223,0.515,0.507,0.504,0.199,0.184
lin,ERM,lin,76,0.69,0.35681563293088014,0.374,0.363,0.361,0.167,0.149
compas,LLR,mlp,17,0.6275303643724697,0.2532275666982902,0.43,0.419,0.413,0.041,0.008
compas,LLR,mlp,18,0.6404858299595142,0.255227454767996,0.279,0.251,0.247,0.036,0.007
nlm,CAL,mlp,13,0.3425,0.20429699243377858,0.521,0.504,0.499,0.253,0.241
nlm,CAL,mlp,14,0.7175,0.17563130333779703,0.333,0.325,0.325,0.187,0.173
loan,AL,mlp,37,0.835,0.6693865561687433,0.263,0.257,0.257,0.134,0.13
loan,AL,mlp,38,0.7825,0.5853319692188719,0.283,0.276,0.272,0.168,0.163
loan,AL,mlp,39,0.8275,0.6544047410760975,0.283,0.274,0.273,0.174,0.161
adult,AL,mlp,80,0.8002149877149877,0.532264044927765,0.193,0.164,0.159,0.034,0.008
adult,AL,mlp,81,0.7976044226044227,0.532488890974406,0.188,0.155,0.151,0.029,0.006
adult,AL,mlp,82,0.7945331695331695,0.5354621164721044,0.207,0.182,0.178,0.034,0.009
compas,LLR,mlp,0,0.6064777327935222,0.20121688370598373,0.29,0.266,0.26,0.04,0.01
compas,LLR,mlp,100,0.6251012145748988,0.24328503794103742,0.311,0.287,0.285,0.039,0.01
lin,ERM,lin,24,0.625,0.27831914333486285,0.378,0.367,0.363,0.187,0.166
lin,ERM,lin,25,0.69,0.3615988853476547,0.544,0.528,0.523,0.182,0.164
lin,ERM,lin,26,0.6425,0.32679836641166216,0.444,0.432,0.43,0.167,0.155
nlm,ROSS,mlp,33,0.725,0.4428108999476609,0.491,0.469,0.465,0.413,0.397
nlm,ROSS,mlp,34,0.705,0.43085554401820386,0.465,0.447,0.443,0.403,0.4
nlm,ROSS,mlp,35,0.7325,0.43412035931010584,0.483,0.46,0.453,0.405,0.394
adult,CAPIFY,mlp,46,0.7942260442260443,0.48540935102927874,0.07,0.035,0.025,0.052,0.007
adult,CAPIFY,mlp,47,0.7599815724815725,0.5043473968600513,0.096,0.041,0.031,0.052,0.011
adult,AL,mlp,66,0.7985257985257985,0.5326706491348255,0.215,0.191,0.176,0.037,0.008
adult,AL,mlp,67,0.7956081081081081,0.5327216359472917,0.267,0.241,0.234,0.038,0.007
loan,ERM,mlp,18,0.8725,0.744741297471935,0.364,0.358,0.356,0.237,0.232
loan,ERM,mlp,19,0.845,0.6869116360856771,0.324,0.319,0.318,0.24,0.234
loan,ERM,mlp,1,0.8375,0.6746744301401816,0.364,0.362,0.362,0.225,0.219
loan,ROSS,mlp,42,0.815,0.6272979663756433,0.43,0.427,0.426,0.337,0.331
loan,ROSS,mlp,43,0.83,0.657693562727689,0.412,0.403,0.403,0.29,0.283
imf,LLR,lin,47,0.7575,0.5165747508623124,0.136,0.124,0.123,0.061,0.049
imf,LLR,lin,48,0.69,0.37626631724890347,0.212,0.201,0.196,0.075,0.065
imf,LLR,lin,49,0.725,0.45173841097371864,0.226,0.215,0.207,0.09,0.076
imf,AL,lin,25,0.6325,0.2649563078738483,0.317,0.301,0.298,0.123,0.11
imf,AL,lin,26,0.595,0.21472734417050413,0.227,0.218,0.213,0.065,0.054
loan,AL,mlp,97,0.8325,0.6657911920648261,0.288,0.276,0.273,0.165,0.155
loan,AL,mlp,98,0.85,0.702373805028283,0.312,0.306,0.305,0.17,0.161
imf,LLR,lin,28,0.715,0.4460761841388279,0.06,0.041,0.041,0.038,0.026
imf,LLR,lin,29,0.6975,0.3951211585594037,0.214,0.194,0.188,0.082,0.066
nlm,ERM,mlp,15,0.6725,0.41813574515593255,0.622,0.604,0.597,0.431,0.391
nlm,ERM,mlp,16,0.6075,0.37621875428711793,0.675,0.659,0.651,0.466,0.433
nlm,ERM,mlp,17,0.705,0.40652835213911676,0.554,0.536,0.533,0.41,0.395
imf,CAPIFY,lin,92,0.72,0.47827289621420577,0.034,0.009,0.002,0.033,0.007
imf,CAPIFY,lin,93,0.71,0.4271186765963335,0.043,0.008,0.0,0.041,0.008
imf,CAPIFY,lin,94,0.735,0.4705750037921134,0.039,0.004,0.0,0.037,0.003
lin,AL,lin,78,0.6,0.20502604746095576,0.926,0.92,0.919,0.309,0.285
lin,AL,lin,79,0.61,0.23817524732522735,0.896,0.895,0.894,0.178,0.159
lin,AL,lin,7,0.5875,0.18441863450538307,0.913,0.909,0.906,0.231,0.209
nlm,CAPIFY,mlp,9,0.3925,0.24416330500317077,0.254,0.24,0.236,0.114,0.112
nlm,ERM,mlp,0,0.73,0.46709337816023366,0.579,0.555,0.548,0.419,0.376
compas,ERM,mlp,62,0.6817813765182186,0.35469003480917816,0.292,0.251,0.245,0.052,0.008
compas,ERM,mlp,63,0.6987854251012146,0.38349998364278776,0.222,0.186,0.177,0.044,0.008
nlm,CAL,mlp,69,0.3225,0.18814459222831406,0.502,0.496,0.493,0.198,0.179
nlm,CAL,mlp,6,0.39,0.2060722289999974,0.704,0.688,0.685,0.341,0.303
nlm,CAL,mlp,70,0.345,0.19801725357782446,0.456,0.436,0.427,0.297,0.285
loan,ROSS,mlp,27,0.805,0.6116332394698988,0.553,0.537,0.535,0.388,0.378
loan,ROSS,mlp,28,0.8425,0.6840503746780002,0.389,0.383,0.382,0.279,0.272
loan,ROSS,mlp,97,0.84,0.6861925643536126,0.386,0.379,0.378,0.238,0.23
loan,ROSS,mlp,98,0.825,0.65472047140225,0.425,0.42,0.414,0.289,0.284
adult,ERM,mlp,12,0.7797911547911548,0.533142168134351,0.201,0.174,0.166,0.032,0.011
adult,ERM,mlp,13,0.8005221130221131,0.5290583329813674,0.224,0.2,0.187,0.035,0.013
imf,ERM,lin,67,0.695,0.40582748626476367,0.064,0.049,0.046,0.035,0.024
imf,ERM,lin,68,0.7125,0.41970667473544854,0.047,0.02,0.018,0.034,0.007
imf,ERM,lin,89,0.765,0.5313534100551391,0.067,0.038,0.032,0.035,0.018
imf,ERM,lin,8,0.7225,0.46460361238627307,0.046,0.019,0.012,0.045,0.013
imf,ERM,lin,90,0.72,0.4387409464030264,0.048,0.018,0.015,0.042,0.01
imf,CAPIFY,lin,15,0.7525,0.5069686211793645,0.029,0.005,0.0,0.028,0.005
imf,CAPIFY,lin,16,0.71,0.41655512469826983,0.023,0.004,0.0,0.021,0.004
imf,CAPIFY,lin,17,0.71,0.4214778063259644,0.041,0.018,0.006,0.034,0.009
loan,CAL,mlp,40,0.73,0.4668572617674118,0.27,0.263,0.262,0.201,0.192
loan,CAL,mlp,41,0.6775,0.3702922842014307,0.276,0.27,0.269,0.224,0.218
loan,CAL,mlp,42,0.6275,0.3296170766250088,0.252,0.244,0.244,0.179,0.179
adult,ROSS,mlp,99,0.620085995085995,0.3714418550640237,0.124,0.055,0.038,0.066,0.02
