data,type,decorrelation,output_type,metric,seed,margin,lambda,indicator,value
lin,contrastive,spearman,embedding,l05,44,1.00,1.00,mcc,0.9670025698951257
lin,contrastive,spearman,embedding,l05,44,1.00,1.00,mpe,0.07269780337810516
lin,contrastive,spearman,embedding,l05,44,1.00,1.00,rmse,0.05688971281051636
lin,contrastive,spearman,embedding,l05,6,0.10,1.00,acc,0.8974999785423279
lin,contrastive,spearman,embedding,l05,6,0.10,1.00,mcc,0.7949948793363192
lin,contrastive,spearman,embedding,l05,6,0.10,1.00,mpe,0.9780198931694031
lin,contrastive,spearman,embedding,l05,6,0.10,1.00,rmse,0.029269736260175705
lin,contrastive,spearman,embedding,l05,6,0.50,1.00,acc,0.9629999995231628
lin,contrastive,spearman,embedding,l05,6,0.50,1.00,mcc,0.9265214604857371
lin,contrastive,spearman,embedding,l05,6,0.50,1.00,mpe,0.2914407253265381
lin,contrastive,spearman,embedding,l05,6,0.50,1.00,rmse,0.06958933174610138
lin,contrastive,spearman,embedding,l05,6,1.00,1.00,acc,0.9835000038146973
lin,contrastive,spearman,embedding,l05,6,1.00,1.00,mcc,0.9670025698951257
lin,contrastive,spearman,embedding,l05,6,1.00,1.00,mpe,0.07269780337810516
lin,contrastive,spearman,embedding,l05,6,1.00,1.00,rmse,0.05688971281051636
lin,contrastive,spearman,embedding,l05,9,0.10,1.00,acc,0.8974999785423279
lin,contrastive,spearman,embedding,l05,9,0.10,1.00,mcc,0.7949948793363192
lin,contrastive,spearman,embedding,l05,9,0.10,1.00,mpe,0.9780198931694031
lin,contrastive,spearman,embedding,l05,9,0.10,1.00,rmse,0.029269736260175705
lin,contrastive,spearman,embedding,l05,9,0.50,1.00,acc,0.9629999995231628
lin,contrastive,spearman,embedding,l05,9,0.50,1.00,mcc,0.9265214604857371
lin,contrastive,spearman,embedding,l05,9,0.50,1.00,mpe,0.2914407253265381
lin,contrastive,spearman,embedding,l05,9,0.50,1.00,rmse,0.06958933174610138
lin,contrastive,spearman,embedding,l05,9,1.00,1.00,acc,0.9835000038146973
lin,contrastive,spearman,embedding,l05,9,1.00,1.00,mcc,0.9670025698951257
lin,contrastive,spearman,embedding,l05,9,1.00,1.00,mpe,0.07269780337810516
lin,contrastive,spearman,embedding,l05,9,1.00,1.00,rmse,0.05688971281051636
lin,contrastive,spearman,embedding,l1,0,0.10,1.00,acc,0.8034999966621399
lin,contrastive,spearman,embedding,l1,0,0.10,1.00,mcc,0.631116508320514
lin,contrastive,spearman,embedding,l1,0,0.10,1.00,mpe,0.5572699904441833
lin,contrastive,spearman,embedding,l1,0,0.10,1.00,rmse,0.07340969145298004
lin,contrastive,spearman,embedding,l1,0,0.50,1.00,acc,0.8274999856948853
lin,contrastive,spearman,embedding,l1,0,0.50,1.00,mcc,0.6741846061593252
lin,contrastive,spearman,embedding,l1,0,0.50,1.00,mpe,0.3669559955596924
lin,contrastive,spearman,embedding,l1,0,0.50,1.00,rmse,0.34345510601997375
lin,contrastive,spearman,embedding,l1,0,1.00,1.00,acc,0.8339999914169312
lin,contrastive,spearman,embedding,l1,0,1.00,1.00,mcc,0.688445996925677
lin,contrastive,spearman,embedding,l1,0,1.00,1.00,mpe,0.40644344687461853
lin,contrastive,spearman,embedding,l1,0,1.00,1.00,rmse,0.6856136918067932
lin,contrastive,spearman,embedding,l1,41,0.10,1.00,acc,0.8034999966621399
lin,contrastive,spearman,embedding,l1,41,0.10,1.00,mcc,0.631116508320514
lin,contrastive,spearman,embedding,l1,41,0.10,1.00,mpe,0.5572699904441833
lin,contrastive,spearman,embedding,l1,41,0.10,1.00,rmse,0.07340969145298004
lin,contrastive,spearman,embedding,l1,41,0.50,1.00,acc,0.8274999856948853
lin,contrastive,spearman,embedding,l1,41,0.50,1.00,mcc,0.6741846061593252
lin,contrastive,spearman,embedding,l1,41,0.50,1.00,mpe,0.3669559955596924
lin,contrastive,spearman,embedding,l1,41,0.50,1.00,rmse,0.34345510601997375
lin,contrastive,spearman,embedding,l1,41,1.00,1.00,acc,0.8339999914169312
lin,contrastive,spearman,embedding,l1,41,1.00,1.00,mcc,0.688445996925677
lin,contrastive,spearman,embedding,l1,41,1.00,1.00,mpe,0.40644344687461853
lin,contrastive,spearman,embedding,l1,41,1.00,1.00,rmse,0.6856136918067932
lin,contrastive,spearman,embedding,l1,42,0.10,1.00,acc,0.8034999966621399
lin,contrastive,spearman,embedding,l1,42,0.10,1.00,mcc,0.631116508320514
lin,contrastive,spearman,embedding,l1,42,0.10,1.00,mpe,0.5572699904441833
lin,contrastive,spearman,embedding,l1,42,0.10,1.00,rmse,0.07340969145298004
lin,contrastive,spearman,embedding,l1,42,0.50,1.00,acc,0.8274999856948853
lin,contrastive,spearman,embedding,l1,42,0.50,1.00,mcc,0.6741846061593252
lin,contrastive,spearman,embedding,l1,42,0.50,1.00,mpe,0.3669559955596924
lin,contrastive,spearman,embedding,l1,42,0.50,1.00,rmse,0.34345510601997375
lin,contrastive,spearman,embedding,l1,42,1.00,1.00,acc,0.8339999914169312
lin,contrastive,spearman,embedding,l1,42,1.00,1.00,mcc,0.688445996925677
lin,contrastive,spearman,embedding,l1,42,1.00,1.00,mpe,0.40644344687461853
lin,contrastive,spearman,embedding,l1,42,1.00,1.00,rmse,0.6856136918067932
lin,contrastive,spearman,embedding,l1,43,0.10,1.00,acc,0.8034999966621399
lin,contrastive,spearman,embedding,l1,43,0.10,1.00,mcc,0.631116508320514
lin,contrastive,spearman,embedding,l1,43,0.10,1.00,mpe,0.5572699904441833
lin,contrastive,spearman,embedding,l1,43,0.10,1.00,rmse,0.07340969145298004
lin,contrastive,spearman,embedding,l1,43,0.50,1.00,acc,0.8274999856948853
lin,contrastive,spearman,embedding,l1,43,0.50,1.00,mcc,0.6741846061593252
lin,contrastive,spearman,embedding,l1,43,0.50,1.00,mpe,0.3669559955596924
lin,contrastive,spearman,embedding,l1,43,0.50,1.00,rmse,0.34345510601997375
lin,contrastive,spearman,embedding,l1,43,1.00,1.00,acc,0.8339999914169312
lin,contrastive,spearman,embedding,l1,43,1.00,1.00,mcc,0.688445996925677
lin,contrastive,spearman,embedding,l1,43,1.00,1.00,mpe,0.40644344687461853
lin,contrastive,spearman,embedding,l1,43,1.00,1.00,rmse,0.6856136918067932
lin,contrastive,spearman,embedding,l1,44,0.10,1.00,acc,0.8034999966621399
lin,contrastive,spearman,embedding,l1,44,0.10,1.00,mcc,0.631116508320514
lin,contrastive,spearman,embedding,l1,44,0.10,1.00,mpe,0.5572699904441833
lin,contrastive,spearman,embedding,l1,44,0.10,1.00,rmse,0.07340969145298004
lin,contrastive,spearman,embedding,l1,44,0.50,1.00,acc,0.8274999856948853
lin,contrastive,spearman,embedding,l1,44,0.50,1.00,mcc,0.6741846061593252
lin,contrastive,spearman,embedding,l1,44,0.50,1.00,mpe,0.3669559955596924
lin,contrastive,spearman,embedding,l1,44,0.50,1.00,rmse,0.34345510601997375
lin,contrastive,spearman,embedding,l1,44,1.00,1.00,acc,0.8339999914169312
lin,contrastive,spearman,embedding,l1,44,1.00,1.00,mcc,0.688445996925677
lin,contrastive,spearman,embedding,l1,44,1.00,1.00,mpe,0.40644344687461853
lin,contrastive,spearman,embedding,l1,44,1.00,1.00,rmse,0.6856136918067932
lin,contrastive,spearman,embedding,l1,6,0.10,1.00,acc,0.8034999966621399
lin,contrastive,spearman,embedding,l1,6,0.10,1.00,mcc,0.631116508320514
lin,contrastive,spearman,embedding,l1,6,0.10,1.00,mpe,0.5572699904441833
lin,contrastive,spearman,embedding,l1,6,0.10,1.00,rmse,0.07340969145298004
lin,contrastive,spearman,embedding,l1,6,0.50,1.00,acc,0.8274999856948853
lin,contrastive,spearman,embedding,l1,6,0.50,1.00,mcc,0.6741846061593252
lin,contrastive,spearman,embedding,l1,6,0.50,1.00,mpe,0.3669559955596924
lin,contrastive,spearman,embedding,l1,6,0.50,1.00,rmse,0.34345510601997375
lin,contrastive,spearman,embedding,l1,6,1.00,1.00,acc,0.8339999914169312
lin,contrastive,spearman,embedding,l1,6,1.00,1.00,mcc,0.688445996925677
lin,contrastive,spearman,embedding,l1,6,1.00,1.00,mpe,0.40644344687461853
lin,contrastive,spearman,embedding,l1,6,1.00,1.00,rmse,0.6856136918067932
lin,contrastive,spearman,embedding,l1,9,0.10,1.00,acc,0.8034999966621399
lin,contrastive,spearman,embedding,l1,9,0.10,1.00,mcc,0.631116508320514
lin,contrastive,spearman,embedding,l1,9,0.10,1.00,mpe,0.5572699904441833
lin,contrastive,spearman,embedding,l1,9,0.10,1.00,rmse,0.07340969145298004
lin,contrastive,spearman,embedding,l1,9,0.50,1.00,acc,0.8274999856948853
lin,contrastive,spearman,embedding,l1,9,0.50,1.00,mcc,0.6741846061593252
lin,contrastive,spearman,embedding,l1,9,0.50,1.00,mpe,0.3669559955596924
lin,contrastive,spearman,embedding,l1,9,0.50,1.00,rmse,0.34345510601997375
lin,contrastive,spearman,embedding,l1,9,1.00,1.00,acc,0.8339999914169312
lin,contrastive,spearman,embedding,l1,9,1.00,1.00,mcc,0.688445996925677
lin,contrastive,spearman,embedding,l1,9,1.00,1.00,mpe,0.40644344687461853
lin,contrastive,spearman,embedding,l1,9,1.00,1.00,rmse,0.6856136918067932
lin,contrastive,spearman,embedding,l2,0,0.10,1.00,acc,0.9754999876022339
lin,contrastive,spearman,embedding,l2,0,0.10,1.00,mcc,0.9509989878580015
lin,contrastive,spearman,embedding,l2,0,0.10,1.00,mpe,0.3822161555290222
lin,contrastive,spearman,embedding,l2,0,0.10,1.00,rmse,0.008746457286179066
lin,contrastive,spearman,embedding,l2,0,0.50,1.00,acc,0.984499990940094
lin,contrastive,spearman,embedding,l2,0,0.50,1.00,mcc,0.9690122366312651
lin,contrastive,spearman,embedding,l2,0,0.50,1.00,mpe,0.04611622914671898
lin,contrastive,spearman,embedding,l2,0,0.50,1.00,rmse,0.014549341052770615
lin,contrastive,spearman,embedding,l2,0,1.00,1.00,acc,0.9909999966621399
lin,contrastive,spearman,embedding,l2,0,1.00,1.00,mcc,0.98200533792145
lin,contrastive,spearman,embedding,l2,0,1.00,1.00,mpe,0.032969482243061066
lin,contrastive,spearman,embedding,l2,0,1.00,1.00,rmse,0.023268388584256172
lin,contrastive,spearman,embedding,l2,41,0.10,1.00,acc,0.9754999876022339
lin,contrastive,spearman,embedding,l2,41,0.10,1.00,mcc,0.9509989878580015
lin,contrastive,spearman,embedding,l2,41,0.10,1.00,mpe,0.3822161555290222
lin,contrastive,spearman,embedding,l2,41,0.10,1.00,rmse,0.008746457286179066
lin,contrastive,spearman,embedding,l2,41,0.50,1.00,acc,0.984499990940094
lin,contrastive,spearman,embedding,l2,41,0.50,1.00,mcc,0.9690122366312651
lin,contrastive,spearman,embedding,l2,41,0.50,1.00,mpe,0.04611622914671898
lin,contrastive,spearman,embedding,l2,41,0.50,1.00,rmse,0.014549341052770615
lin,contrastive,spearman,embedding,l2,41,1.00,1.00,acc,0.9909999966621399
lin,contrastive,spearman,embedding,l2,41,1.00,1.00,mcc,0.98200533792145
lin,contrastive,spearman,embedding,l2,41,1.00,1.00,mpe,0.032969482243061066
lin,contrastive,spearman,embedding,l2,41,1.00,1.00,rmse,0.023268388584256172
lin,contrastive,spearman,embedding,l2,42,0.10,1.00,acc,0.9754999876022339
lin,contrastive,spearman,embedding,l2,42,0.10,1.00,mcc,0.9509989878580015
lin,contrastive,spearman,embedding,l2,42,0.10,1.00,mpe,0.3822161555290222
lin,contrastive,spearman,embedding,l2,42,0.10,1.00,rmse,0.008746457286179066
lin,contrastive,spearman,embedding,l2,42,0.50,1.00,acc,0.984499990940094
lin,contrastive,spearman,embedding,l2,42,0.50,1.00,mcc,0.9690122366312651
lin,contrastive,spearman,embedding,l2,42,0.50,1.00,mpe,0.04611622914671898
lin,contrastive,spearman,embedding,l2,42,0.50,1.00,rmse,0.014549341052770615
lin,contrastive,spearman,embedding,l2,42,1.00,1.00,acc,0.9909999966621399
lin,contrastive,spearman,embedding,l2,42,1.00,1.00,mcc,0.98200533792145
lin,contrastive,spearman,embedding,l2,42,1.00,1.00,mpe,0.032969482243061066
lin,contrastive,spearman,embedding,l2,42,1.00,1.00,rmse,0.023268388584256172
lin,contrastive,spearman,embedding,l2,43,0.10,1.00,acc,0.9754999876022339
lin,contrastive,spearman,embedding,l2,43,0.10,1.00,mcc,0.9509989878580015
lin,contrastive,spearman,embedding,l2,43,0.10,1.00,mpe,0.3822161555290222
lin,contrastive,spearman,embedding,l2,43,0.10,1.00,rmse,0.008746457286179066
lin,contrastive,spearman,embedding,l2,43,0.50,1.00,acc,0.984499990940094
lin,contrastive,spearman,embedding,l2,43,0.50,1.00,mcc,0.9690122366312651
lin,contrastive,spearman,embedding,l2,43,0.50,1.00,mpe,0.04611622914671898
lin,contrastive,spearman,embedding,l2,43,0.50,1.00,rmse,0.014549341052770615
lin,contrastive,spearman,embedding,l2,43,1.00,1.00,acc,0.9909999966621399
lin,contrastive,spearman,embedding,l2,43,1.00,1.00,mcc,0.98200533792145
lin,contrastive,spearman,embedding,l2,43,1.00,1.00,mpe,0.032969482243061066
lin,contrastive,spearman,embedding,l2,43,1.00,1.00,rmse,0.023268388584256172
lin,contrastive,spearman,embedding,l2,44,0.10,1.00,acc,0.9754999876022339
lin,contrastive,spearman,embedding,l2,44,0.10,1.00,mcc,0.9509989878580015
lin,contrastive,spearman,embedding,l2,44,0.10,1.00,mpe,0.3822161555290222
lin,contrastive,spearman,embedding,l2,44,0.10,1.00,rmse,0.008746457286179066
lin,contrastive,spearman,embedding,l2,44,0.50,1.00,acc,0.984499990940094
lin,contrastive,spearman,embedding,l2,44,0.50,1.00,mcc,0.9690122366312651
lin,contrastive,spearman,embedding,l2,44,0.50,1.00,mpe,0.04611622914671898
lin,contrastive,spearman,embedding,l2,44,0.50,1.00,rmse,0.014549341052770615
lin,contrastive,spearman,embedding,l2,44,1.00,1.00,acc,0.9909999966621399
lin,contrastive,spearman,embedding,l2,44,1.00,1.00,mcc,0.98200533792145
lin,contrastive,spearman,embedding,l2,44,1.00,1.00,mpe,0.032969482243061066
lin,contrastive,spearman,embedding,l2,44,1.00,1.00,rmse,0.023268388584256172
lin,contrastive,spearman,embedding,l2,6,0.10,1.00,acc,0.9754999876022339
lin,contrastive,spearman,embedding,l2,6,0.10,1.00,mcc,0.9509989878580015
lin,contrastive,spearman,embedding,l2,6,0.10,1.00,mpe,0.3822161555290222
lin,contrastive,spearman,embedding,l2,6,0.10,1.00,rmse,0.008746457286179066
lin,contrastive,spearman,embedding,l2,6,0.50,1.00,acc,0.984499990940094
lin,contrastive,spearman,embedding,l2,6,0.50,1.00,mcc,0.9690122366312651
lin,contrastive,spearman,embedding,l2,6,0.50,1.00,mpe,0.04611622914671898
lin,contrastive,spearman,embedding,l2,6,0.50,1.00,rmse,0.014549341052770615
lin,contrastive,spearman,embedding,l2,6,1.00,1.00,acc,0.9909999966621399
lin,contrastive,spearman,embedding,l2,6,1.00,1.00,mcc,0.98200533792145
lin,contrastive,spearman,embedding,l2,6,1.00,1.00,mpe,0.032969482243061066
lin,contrastive,spearman,embedding,l2,6,1.00,1.00,rmse,0.023268388584256172
lin,contrastive,spearman,embedding,l2,9,0.10,1.00,acc,0.9754999876022339
lin,contrastive,spearman,embedding,l2,9,0.10,1.00,mcc,0.9509989878580015
lin,contrastive,spearman,embedding,l2,9,0.10,1.00,mpe,0.3822161555290222
lin,contrastive,spearman,embedding,l2,9,0.10,1.00,rmse,0.008746457286179066
lin,contrastive,spearman,embedding,l2,9,0.50,1.00,acc,0.984499990940094
lin,contrastive,spearman,embedding,l2,9,0.50,1.00,mcc,0.9690122366312651
lin,contrastive,spearman,embedding,l2,9,0.50,1.00,mpe,0.04611622914671898
lin,contrastive,spearman,embedding,l2,9,0.50,1.00,rmse,0.014549341052770615
lin,contrastive,spearman,embedding,l2,9,1.00,1.00,acc,0.9909999966621399
lin,contrastive,spearman,embedding,l2,9,1.00,1.00,mcc,0.98200533792145
lin,contrastive,spearman,embedding,l2,9,1.00,1.00,mpe,0.032969482243061066
lin,contrastive,spearman,embedding,l2,9,1.00,1.00,rmse,0.023268388584256172
lin,contrastive,spearman,embedding,linf,0,0.10,1.00,acc,0.9804999828338623
lin,contrastive,spearman,embedding,linf,0,0.10,1.00,mcc,0.9609656846685062
lin,contrastive,spearman,embedding,linf,0,0.10,1.00,mpe,1.3829189538955688
lin,contrastive,spearman,embedding,linf,0,0.10,1.00,rmse,0.0058417064137756824
lin,contrastive,spearman,embedding,linf,0,0.50,1.00,acc,0.9950000047683716
lin,contrastive,spearman,embedding,linf,0,0.50,1.00,mcc,0.9900487610459934
lin,contrastive,spearman,embedding,linf,0,0.50,1.00,mpe,0.16045504808425903
lin,contrastive,spearman,embedding,linf,0,0.50,1.00,rmse,0.011231324635446072
lin,contrastive,spearman,embedding,linf,0,1.00,1.00,acc,0.9940000176429749
lin,contrastive,spearman,embedding,linf,0,1.00,1.00,mcc,0.9880495108204156
lin,contrastive,spearman,embedding,linf,0,1.00,1.00,mpe,0.02909216471016407
lin,contrastive,spearman,embedding,linf,0,1.00,1.00,rmse,0.02271384559571743
lin,contrastive,spearman,embedding,linf,41,0.10,1.00,acc,0.9804999828338623
lin,contrastive,spearman,embedding,linf,41,0.10,1.00,mcc,0.9609656846685062
lin,contrastive,spearman,embedding,linf,41,0.10,1.00,mpe,1.3829189538955688
lin,contrastive,spearman,embedding,linf,41,0.10,1.00,rmse,0.0058417064137756824
lin,contrastive,spearman,embedding,linf,41,0.50,1.00,acc,0.9950000047683716
lin,contrastive,spearman,embedding,linf,41,0.50,1.00,mcc,0.9900487610459934
lin,contrastive,spearman,embedding,linf,41,0.50,1.00,mpe,0.16045504808425903
lin,contrastive,spearman,embedding,linf,41,0.50,1.00,rmse,0.011231324635446072
lin,contrastive,spearman,embedding,linf,41,1.00,1.00,acc,0.9940000176429749
lin,contrastive,spearman,embedding,linf,41,1.00,1.00,mcc,0.9880495108204156
lin,contrastive,spearman,embedding,linf,41,1.00,1.00,mpe,0.02909216471016407
lin,contrastive,spearman,embedding,linf,41,1.00,1.00,rmse,0.02271384559571743
lin,contrastive,spearman,embedding,linf,42,0.10,1.00,acc,0.9804999828338623
lin,contrastive,spearman,embedding,linf,42,0.10,1.00,mcc,0.9609656846685062
lin,contrastive,spearman,embedding,linf,42,0.10,1.00,mpe,1.3829189538955688
lin,contrastive,spearman,embedding,linf,42,0.10,1.00,rmse,0.0058417064137756824
lin,contrastive,spearman,embedding,linf,42,0.50,1.00,acc,0.9950000047683716
lin,contrastive,spearman,embedding,linf,42,0.50,1.00,mcc,0.9900487610459934
lin,contrastive,spearman,embedding,linf,42,0.50,1.00,mpe,0.16045504808425903
lin,contrastive,spearman,embedding,linf,42,0.50,1.00,rmse,0.011231324635446072
lin,contrastive,spearman,embedding,linf,42,1.00,1.00,acc,0.9940000176429749
lin,contrastive,spearman,embedding,linf,42,1.00,1.00,mcc,0.9880495108204156
lin,contrastive,spearman,embedding,linf,42,1.00,1.00,mpe,0.02909216471016407
lin,contrastive,spearman,embedding,linf,42,1.00,1.00,rmse,0.02271384559571743
lin,contrastive,spearman,embedding,linf,43,0.10,1.00,acc,0.9804999828338623
lin,contrastive,spearman,embedding,linf,43,0.10,1.00,mcc,0.9609656846685062
lin,contrastive,spearman,embedding,linf,43,0.10,1.00,mpe,1.3829189538955688
lin,contrastive,spearman,embedding,linf,43,0.10,1.00,rmse,0.0058417064137756824
lin,contrastive,spearman,embedding,linf,43,0.50,1.00,acc,0.9950000047683716
lin,contrastive,spearman,embedding,linf,43,0.50,1.00,mcc,0.9900487610459934
lin,contrastive,spearman,embedding,linf,43,0.50,1.00,mpe,0.16045504808425903
lin,contrastive,spearman,embedding,linf,43,0.50,1.00,rmse,0.011231324635446072
lin,contrastive,spearman,embedding,linf,43,1.00,1.00,acc,0.9940000176429749
lin,contrastive,spearman,embedding,linf,43,1.00,1.00,mcc,0.9880495108204156
lin,contrastive,spearman,embedding,linf,43,1.00,1.00,mpe,0.02909216471016407
lin,contrastive,spearman,embedding,linf,43,1.00,1.00,rmse,0.02271384559571743
lin,contrastive,spearman,embedding,linf,44,0.10,1.00,acc,0.9804999828338623
lin,contrastive,spearman,embedding,linf,44,0.10,1.00,mcc,0.9609656846685062
lin,contrastive,spearman,embedding,linf,44,0.10,1.00,mpe,1.3829189538955688
lin,contrastive,spearman,embedding,linf,44,0.10,1.00,rmse,0.0058417064137756824
lin,contrastive,spearman,embedding,linf,44,0.50,1.00,acc,0.9950000047683716
lin,contrastive,spearman,embedding,linf,44,0.50,1.00,mcc,0.9900487610459934
lin,contrastive,spearman,embedding,linf,44,0.50,1.00,mpe,0.16045504808425903
lin,contrastive,spearman,embedding,linf,44,0.50,1.00,rmse,0.011231324635446072
lin,contrastive,spearman,embedding,linf,44,1.00,1.00,acc,0.9940000176429749
lin,contrastive,spearman,embedding,linf,44,1.00,1.00,mcc,0.9880495108204156
lin,contrastive,spearman,embedding,linf,44,1.00,1.00,mpe,0.02909216471016407
lin,contrastive,spearman,embedding,linf,44,1.00,1.00,rmse,0.02271384559571743
lin,contrastive,spearman,embedding,linf,6,0.10,1.00,acc,0.9804999828338623
lin,contrastive,spearman,embedding,linf,6,0.10,1.00,mcc,0.9609656846685062
lin,contrastive,spearman,embedding,linf,6,0.10,1.00,mpe,1.3829189538955688
lin,contrastive,spearman,embedding,linf,6,0.10,1.00,rmse,0.0058417064137756824
lin,contrastive,spearman,embedding,linf,6,0.50,1.00,acc,0.9950000047683716
lin,contrastive,spearman,embedding,linf,6,0.50,1.00,mcc,0.9900487610459934
lin,contrastive,spearman,embedding,linf,6,0.50,1.00,mpe,0.16045504808425903
lin,contrastive,spearman,embedding,linf,6,0.50,1.00,rmse,0.011231324635446072
lin,contrastive,spearman,embedding,linf,6,1.00,1.00,acc,0.9940000176429749
lin,contrastive,spearman,embedding,linf,6,1.00,1.00,mcc,0.9880495108204156
lin,contrastive,spearman,embedding,linf,6,1.00,1.00,mpe,0.02909216471016407
lin,contrastive,spearman,embedding,linf,6,1.00,1.00,rmse,0.02271384559571743
lin,contrastive,spearman,embedding,linf,9,0.10,1.00,acc,0.9804999828338623
lin,contrastive,spearman,embedding,linf,9,0.10,1.00,mcc,0.9609656846685062
lin,contrastive,spearman,embedding,linf,9,0.10,1.00,mpe,1.3829189538955688
lin,contrastive,spearman,embedding,linf,9,0.10,1.00,rmse,0.0058417064137756824
lin,contrastive,spearman,embedding,linf,9,0.50,1.00,acc,0.9950000047683716
lin,contrastive,spearman,embedding,linf,9,0.50,1.00,mcc,0.9900487610459934
lin,contrastive,spearman,embedding,linf,9,0.50,1.00,mpe,0.16045504808425903
lin,contrastive,spearman,embedding,linf,9,0.50,1.00,rmse,0.011231324635446072
lin,contrastive,spearman,embedding,linf,9,1.00,1.00,acc,0.9940000176429749
lin,contrastive,spearman,embedding,linf,9,1.00,1.00,mcc,0.9880495108204156
lin,contrastive,spearman,embedding,linf,9,1.00,1.00,mpe,0.02909216471016407
lin,contrastive,spearman,embedding,linf,9,1.00,1.00,rmse,0.02271384559571743
lin,contrastive,spearman,label,l05,0,0.10,1.00,acc,0.5009999871253967
lin,contrastive,spearman,label,l05,0,0.10,1.00,mcc,0.0
lin,contrastive,spearman,label,l05,0,0.10,1.00,mpe,0.9649990200996399
lin,contrastive,spearman,label,l05,0,0.10,1.00,rmse,0.15454062819480896
lin,contrastive,spearman,label,l05,0,0.50,1.00,acc,0.5024999976158142
lin,contrastive,spearman,label,l05,0,0.50,1.00,mcc,0.038836509056577796
lin,contrastive,spearman,label,l05,0,0.50,1.00,mpe,0.8420790433883667
lin,contrastive,spearman,label,l05,0,0.50,1.00,rmse,0.6951153874397278
lin,contrastive,spearman,label,l05,0,1.00,1.00,acc,0.5684999823570251
lin,contrastive,spearman,label,l05,0,1.00,1.00,mcc,0.2795972750883245
lin,contrastive,spearman,label,l05,0,1.00,1.00,mpe,0.6771274209022522
lin,contrastive,spearman,label,l05,0,1.00,1.00,rmse,1.1166714429855347
lin,contrastive,spearman,label,l05,41,0.10,1.00,acc,0.5009999871253967
lin,contrastive,spearman,label,l05,41,0.10,1.00,mcc,0.0
lin,contrastive,spearman,label,l05,41,0.10,1.00,mpe,0.9649990200996399
lin,contrastive,spearman,label,l05,41,0.10,1.00,rmse,0.15454062819480896
lin,contrastive,spearman,label,l05,41,0.50,1.00,acc,0.5024999976158142
lin,contrastive,spearman,label,l05,41,0.50,1.00,mcc,0.038836509056577796
lin,contrastive,spearman,label,l05,41,0.50,1.00,mpe,0.8420790433883667
lin,contrastive,spearman,label,l05,41,0.50,1.00,rmse,0.6951153874397278
lin,contrastive,spearman,label,l05,41,1.00,1.00,acc,0.5684999823570251
lin,contrastive,spearman,label,l05,41,1.00,1.00,mcc,0.2795972750883245
lin,contrastive,spearman,label,l05,41,1.00,1.00,mpe,0.6771274209022522
lin,contrastive,spearman,label,l05,41,1.00,1.00,rmse,1.1166714429855347
lin,contrastive,spearman,label,l05,42,0.10,1.00,acc,0.5009999871253967
lin,contrastive,spearman,label,l05,42,0.10,1.00,mcc,0.0
lin,contrastive,spearman,label,l05,42,0.10,1.00,mpe,0.9649990200996399
lin,contrastive,spearman,label,l05,42,0.10,1.00,rmse,0.15454062819480896
lin,contrastive,spearman,label,l05,42,0.50,1.00,acc,0.5024999976158142
lin,contrastive,spearman,label,l05,42,0.50,1.00,mcc,0.038836509056577796
lin,contrastive,spearman,label,l05,42,0.50,1.00,mpe,0.8420790433883667
lin,contrastive,spearman,label,l05,42,0.50,1.00,rmse,0.6951153874397278
lin,contrastive,spearman,label,l05,42,1.00,1.00,acc,0.5684999823570251
lin,contrastive,spearman,label,l05,42,1.00,1.00,mcc,0.2795972750883245
lin,contrastive,spearman,label,l05,42,1.00,1.00,mpe,0.6771274209022522
lin,contrastive,spearman,label,l05,42,1.00,1.00,rmse,1.1166714429855347
lin,contrastive,spearman,label,l05,43,0.10,1.00,acc,0.5009999871253967
lin,contrastive,spearman,label,l05,43,0.10,1.00,mcc,0.0
lin,contrastive,spearman,label,l05,43,0.10,1.00,mpe,0.9649990200996399
lin,contrastive,spearman,label,l05,43,0.10,1.00,rmse,0.15454062819480896
lin,contrastive,spearman,label,l05,43,0.50,1.00,acc,0.5024999976158142
lin,contrastive,spearman,label,l05,43,0.50,1.00,mcc,0.038836509056577796
lin,contrastive,spearman,label,l05,43,0.50,1.00,mpe,0.8420790433883667
lin,contrastive,spearman,label,l05,43,0.50,1.00,rmse,0.6951153874397278
lin,contrastive,spearman,label,l05,43,1.00,1.00,acc,0.5684999823570251
lin,contrastive,spearman,label,l05,43,1.00,1.00,mcc,0.2795972750883245
lin,contrastive,spearman,label,l05,43,1.00,1.00,mpe,0.6771274209022522
lin,contrastive,spearman,label,l05,43,1.00,1.00,rmse,1.1166714429855347
lin,contrastive,spearman,label,l05,44,0.10,1.00,acc,0.5009999871253967
lin,contrastive,spearman,label,l05,44,0.10,1.00,mcc,0.0
lin,contrastive,spearman,label,l05,44,0.10,1.00,mpe,0.9649990200996399
lin,contrastive,spearman,label,l05,44,0.10,1.00,rmse,0.15454062819480896
lin,contrastive,spearman,label,l05,44,0.50,1.00,acc,0.5024999976158142
lin,contrastive,spearman,label,l05,44,0.50,1.00,mcc,0.038836509056577796
lin,contrastive,spearman,label,l05,44,0.50,1.00,mpe,0.8420790433883667
lin,contrastive,spearman,label,l05,44,0.50,1.00,rmse,0.6951153874397278
lin,contrastive,spearman,label,l05,44,1.00,1.00,acc,0.5684999823570251
lin,contrastive,spearman,label,l05,44,1.00,1.00,mcc,0.2795972750883245
lin,contrastive,spearman,label,l05,44,1.00,1.00,mpe,0.6771274209022522
